"#Data was processed in Genespring 11.5.1.  Note filtering was not the same for CSM data as for YPD data, so number of probes differs.  Also, fold changes are NOT log2."																							
	"gal11-myc med3? vs BY4741, YPD"				"gal11? med3? vs BY4741, YPD"					"gal11-myc med3? vs BY4741, CSM"					"gal11? med3? vs BY4741, CSM"					"BY4741 vs BY4742, YPD"			
Probe Set ID	p-value	Corrected p-value	Fold change		Probe Set ID	p-value	Corrected p-value	Fold change		Probe Set ID	p-value	Corrected p-value	Fold change		Probe Set ID	p-value	Corrected p-value	Fold change		Probe Set ID	p-value	Corrected p-value	Fold change
1779073_at	0.13341765	0.35899907	-1.2630253		1779078_at	0.002450634	0.029432746	-1.1853089		1779211_at	0.001071848	0.007310798	3.458689		1779211_at	0.001184514	0.013712257	6.37575		1779079_at	0.57577395	0.7917372	1.0555221
1779072_at	0.06177564	0.23587498	1.2393891		1779077_at	0.001708365	0.024603963	1.5294619		1779210_at	0.23501462	0.4281113	-1.1073468		1779210_at	0.1987983	0.4424578	1.0798576		1779078_at	0.39733896	0.68158805	-1.0839303
1779071_at	0.3899097	0.6301105	-1.1325816		1779076_at	0.2831484	0.48836514	-1.1368699		1779208_at	0.8591719	0.9232993	-1.0125841		1779208_at	0.62028146	0.8070706	1.0259221		1779077_at	0.46277133	0.72517127	-1.0703089
1779070_at	0.8993243	0.9531267	-1.0246615		1779075_at	0.08646956	0.23503456	-1.1917353		1779207_at	3.52E-04	0.003408026	1.4471185		1779207_at	4.79E-04	0.007947125	1.4317071		1779076_at	0.17694442	0.5232207	-1.159761
1779069_at	0.9076847	0.9574272	-1.0063378		1779074_at	0.5248048	0.6991231	1.2826914		1779206_at	0.59060645	0.7496977	1.0469785		1779206_at	0.38234317	0.6284967	1.0795194		1779075_at	0.15491733	0.5117757	1.2814809
1779068_s_at	0.48878655	0.70662075	-1.106395		1779073_at	0.016829427	0.085067235	-1.4481173		1779205_at	0.25470307	0.449878	-1.0871152		1779205_at	0.95459276	0.982648	-1.0030229		1779074_at	0.44038433	0.7087378	1.3267279
1779067_at	0.85048074	0.9298078	1.0186033		1779072_at	0.72156775	0.839068	1.0261468		1779204_at	0.7592846	0.8610899	-1.0098189		1779204_at	0.1023287	0.2976229	1.0621045		1779073_at	0.059411164	0.5033901	-1.5012331
1779066_at	0.48186898	0.7020948	1.0572157		1779071_at	0.8495134	0.9203218	-1.0301554		1779203_at	0.6535435	0.7943413	1.0494367		1779203_at	0.38289642	0.6287468	1.0797976		1779072_at	0.5163987	0.7576724	-1.0255862
1779065_at	0.8365682	0.921894	-1.016844		1779070_at	0.40358883	0.60048145	1.0839257		1779202_at	0.019013809	0.064709716	1.2040299		1779202_at	0.08658048	0.26803157	1.2336845		1779071_at	0.07324001	0.5033901	-1.1274074
1779064_at	0.8752534	0.9408339	1.0238165		1779068_s_at	0.23967467	0.44451553	-1.1369174		1779201_at	0.07185664	0.18625459	-1.0723253		1779201_at	0.27738154	0.53338474	1.0579724		1779070_at	0.76125085	0.88984364	1.0429444
1779063_at	0.5319862	0.7387993	1.058145		1779067_at	0.40844226	0.60298145	-1.0733707		1779200_at	0.057908833	0.15816739	-1.1878806		1779200_at	0.27119672	0.5262141	-1.0557656		1779069_at	0.15808506	0.5130041	-1.1003916
1779061_at	0.041952655	0.19419892	1.0126681		1779066_at	0.11379213	0.27876377	-1.1905082		1779199_at	0.16593562	0.3377147	-1.0586039		1779199_at	0.20739843	0.4533125	1.2445767		1779068_s_at	0.7216147	0.869256	1.0451791
1779060_at	0.14676291	0.37850454	-1.1452678		1779065_at	0.739491	0.85094726	-1.0186956		1779198_at	0.03800458	0.11291845	1.0822985		1779198_at	0.058669314	0.20883982	1.1933479		1779067_at	0.009724868	0.5033901	-1.2127051
1779059_at	0.6953613	0.84404844	1.0213169		1779063_at	0.3997482	0.59669095	1.1167599		1779197_at	1.69E-04	0.002135203	1.0833493		1779197_at	0.001562662	0.016419966	1.1784042		1779066_at	0.05994741	0.5033901	1.1651542
1779058_at	0.003352436	0.054846354	-1.3619409		1779062_at	0.31152776	0.51689833	-1.1308906		1779196_at	0.66655827	0.8027184	-1.0104727		1779196_at	0.01816718	0.089955114	-1.1051795		1779065_at	0.02076064	0.5033901	-1.233462
1779057_at	0.3323904	0.5806792	1.231687		1779061_at	0.023477148	0.10447756	1.1296494		1779195_at	0.11393364	0.25960526	1.3389478		1779195_at	0.035927076	0.14693528	2.33376		1779063_at	0.72655827	0.8719653	-1.0274282
1779056_at	0.39234033	0.63191986	-1.1878403		1779060_at	0.84864444	0.91978604	1.007929		1779194_at	0.24057421	0.4341858	1.0763228		1779194_at	0.6926284	0.84943026	-1.0250552		1779062_at	0.2528441	0.5750244	-1.1283264
1779055_at	0.42132273	0.6561769	1.0572952		1779058_at	0.01502886	0.07960186	-1.3459935		1779193_at	0.81995326	0.8985016	1.0090809		1779193_at	0.028027277	0.12305427	-1.2659405		1779061_at	0.15495585	0.5117757	1.2837353
1779054_at	0.3545746	0.5994115	1.0609448		1779057_at	0.04121359	0.14871728	1.447152		1779192_at	0.7438383	0.8511691	1.0246172		1779192_at	0.92080206	0.96684456	1.005454		1779060_at	0.21034281	0.5413979	-1.1261791
1779053_at	0.9818181	0.9911937	-1.0022503		1779056_at	0.3962066	0.5934643	-1.1808316		1779191_at	3.11E-06	3.43E-04	-1.3319455		1779191_at	2.90E-04	0.00583413	-1.4568193		1779059_at	0.0823471	0.5033901	-1.1118972
1779052_at	0.24005245	0.48915973	1.0903463		1779055_at	0.61049646	0.7643855	1.0383586		1779189_at	0.8450043	0.91408145	-1.0188318		1779189_at	0.36041534	0.6075303	1.0961177		1779058_at	0.09285429	0.5033901	-1.1558528
1779051_at	0.55593514	0.7546534	-1.0875843		1779054_at	0.6907418	0.8187867	-1.0456845		1779188_at	0.34591693	0.5453232	1.0713626		1779188_at	0.89752203	0.9550289	1.0085726		1779057_at	0.22573364	0.5537087	2.1054838
1779050_at	0.5999496	0.7849241	-1.0805805		1779052_at	0.65500885	0.7941869	-1.03653		1779187_at	0.22643529	0.41912007	-1.1638193		1779187_at	0.654831	0.8281776	-1.0475274		1779056_at	0.9992954	0.99964094	1.0001507
1779049_at	0.18075937	0.42145175	-1.1274844		1779051_at	0.22816327	0.4310074	-1.1723785		1779186_at	0.093975075	0.22703376	-1.0518641		1779186_at	0.019737408	0.09581981	-1.1668936		1779055_at	0.036764182	0.5033901	-1.1546284
1779048_at	0.27480614	0.52413076	-1.1444577		1779050_at	0.72683734	0.8433365	-1.0439517		1779185_at	0.26290253	0.45879892	1.1740035		1779185_at	0.8319205	0.9260698	1.0259196		1779054_at	0.50467235	0.75135154	-1.0436252
1779047_at	0.17986105	0.42019695	-1.2464207		1779049_at	0.5177995	0.69422525	1.0346524		1779184_at	0.040612597	0.11885765	1.1900371		1779184_at	0.8920748	0.9524735	-1.013791		1779052_at	0.41131303	0.688509	1.081262
1779046_at	0.13890071	0.36664695	1.1413215		1779048_at	0.17179124	0.3599959	-1.1770986		1779183_at	0.66946036	0.80402935	1.020748		1779183_at	0.3344271	0.5852072	1.062233		1779051_at	0.15068977	0.5117757	-1.2567829
1779045_at	0.008102475	0.08104123	-1.247714		1779047_at	0.18531233	0.3778541	-1.1882994		1779182_at	4.05E-04	0.003708427	-1.4854068		1779182_at	0.001425791	0.015534437	-1.4922401		1779050_at	0.06595263	0.5033901	-1.2644898
1779044_at	0.08928112	0.28894404	1.1379333		1779046_at	0.40506747	0.6016733	1.031511		1779181_at	0.21370305	0.40143183	-1.1219411		1779181_at	0.53764653	0.7526776	-1.0643578		1779049_at	0.6629637	0.8384259	1.0175186
1779043_at	0.46554464	0.69111204	-1.0851519		1779045_at	0.05180962	0.16960639	-1.0998782		1779180_at	0.5001012	0.6788952	1.0632527		1779180_at	0.49759656	0.72319925	-1.0821104		1779048_at	0.75069255	0.8856617	-1.0230833
1779042_at	0.9936887	0.99741626	-1.0006932		1779044_at	0.024428304	0.10679077	1.3258153		1779179_at	0.6733233	0.80671823	1.0429728		1779179_at	0.94853044	0.97988796	1.0120841		1779047_at	0.86713386	0.9392414	1.012104
1779041_at	0.796425	0.89974153	-1.0137416		1779043_at	0.77298373	0.8726702	-1.0273405		1779178_at	0.17315109	0.34712806	-1.0552247		1779178_at	0.7770764	0.8971887	-1.0277665		1779046_at	0.007125478	0.5033901	-1.4126312
1779039_at	0.23641178	0.4843469	1.1998633		1779042_at	0.4926762	0.67362964	-1.0558964		1779177_at	0.5745318	0.73748267	-1.005826		1779177_at	0.32052195	0.57354903	-1.0489917		1779045_at	0.08122594	0.5033901	-1.1000485
1779038_at	0.44482082	0.6757538	1.1440971		1779041_at	0.46302307	0.6483775	-1.100254		1779176_at	1.34E-06	2.36E-04	1.1119555		1779176_at	0.24166626	0.49296242	1.0840344		1779043_at	0.1924417	0.53091025	-1.1053432
1779037_at	0.54780036	0.7496751	-1.0331194		1779039_at	0.0909709	0.24217829	1.377551		1779175_at	0.23767944	0.4308827	1.0794104		1779175_at	0.066887654	0.22700258	-1.2135549		1779042_at	0.5966106	0.8057615	1.0410296
1779036_at	0.24087346	0.48971626	1.0628356		1779038_at	0.00131442	0.021525811	1.5940207		1779174_at	0.7684391	0.8667942	1.0319511		1779174_at	0.6271285	0.8121016	1.0586194		1779041_at	0.34197667	0.6449173	-1.0925261
1779035_at	0.042330854	0.19509126	-1.3175677		1779037_at	0.002341401	0.028722353	-1.3911382		1779173_at	0.06856683	0.17981721	1.2177545		1779173_at	0.09668091	0.28859028	1.257755		1779039_at	0.2992449	0.6104708	-1.1474558
1779034_at	0.9033493	0.9551274	-1.0125115		1779036_at	0.53608924	0.7086834	1.0623711		1779172_at	0.04081945	0.11939908	-1.0997444		1779172_at	0.002849068	0.023857938	-1.3261428		1779038_at	0.056405704	0.5033901	1.1802294
1779033_at	0.08419492	0.2793805	-1.3151327		1779035_at	0.14823243	0.3283435	-1.2873696		1779171_at	0.5023305	0.6797247	1.0494866		1779171_at	0.823185	0.9209556	-1.012655		1779037_at	0.6494519	0.8326976	-1.0531695
1779032_at	0.05980935	0.23216517	1.1513907		1779034_at	0.4115712	0.605404	-1.0989664		1779170_at	0.9818435	0.99032366	-1.00213		1779170_at	0.66473556	0.83458525	-1.0417701		1779036_at	0.34631997	0.6484895	1.1166762
1779031_at	0.003785966	0.056017578	2.2044344		1779033_at	0.07524197	0.21398772	-1.362208		1779169_at	0.0798515	0.20120558	1.1845074		1779169_at	0.19255458	0.435117	-1.1086534		1779035_at	0.23150778	0.5588809	1.2199064
1779030_at	0.03753413	0.18125099	1.4560452		1779032_at	0.85856616	0.9243932	-1.007804		1779168_at	0.015209945	0.054214727	-1.259477		1779168_at	0.2313626	0.48126623	-1.3398138		1779034_at	0.3484106	0.64954877	-1.1185509
1779029_at	0.26317987	0.51314425	-1.148757		1779031_at	0.003530695	0.035765573	4.4409823		1779167_at	0.34288892	0.54219216	-1.0251836		1779167_at	0.20687424	0.45295966	1.038217		1779033_at	0.032997765	0.5033901	-1.372041
1779028_at	0.49643713	0.71355957	1.0444186		1779030_at	0.006994936	0.050450996	1.4717687		1779166_at	0.14554808	0.30812657	-1.1049511		1779166_at	0.3242187	0.5760202	-1.051003		1779032_at	0.1858218	0.5269164	1.0783045
1779027_at	0.00329191	0.054537646	1.4093362		1779029_at	0.03865649	0.1428502	-1.2961907		1779165_s_at	0.3293704	0.52947336	-1.1838068		1779165_s_at	0.7384564	0.8761103	-1.363807		1779031_at	0.8399921	0.9256921	-1.0334916
1779024_at	0.8752026	0.9408339	1.0133599		1779028_at	0.44950038	0.6369759	-1.0610595		1779164_at	0.45451346	0.641542	1.113752		1779164_at	0.17531976	0.4107657	1.0714		1779030_at	0.47039625	0.72971267	1.1288439
1779023_at	0.3060197	0.55492175	-1.1398625		1779027_at	0.01680251	0.08503358	1.2352645		1779163_at	0.6732685	0.80671823	-1.0183473		1779163_at	0.45567378	0.6903651	-1.0507226		1779029_at	0.12248321	0.5033901	-1.2876998
1779022_at	0.8946947	0.95047414	-1.0150068		1779024_at	0.2173484	0.41826582	-1.0919046		1779162_at	0.64737856	0.7908284	1.0434847		1779162_at	0.7618121	0.88867235	1.0086315		1779028_at	0.18718372	0.5275998	-1.1201173
1779021_at	0.6021491	0.7855621	-1.0592574		1779023_at	0.54373664	0.7148224	-1.0648875		1779161_at	0.17395367	0.34818542	1.1085088		1779161_at	0.49697715	0.7226835	1.0868475		1779027_at	0.101934135	0.5033901	1.0839804
1779020_at	0.5174816	0.7288181	1.0436888		1779022_at	0.29664055	0.5014261	-1.1111289		1779160_at	0.5696622	0.73365515	1.0171578		1779160_at	0.009732313	0.056692276	1.3165226		1779024_at	0.33841088	0.64299726	1.0991493
1779019_at	0.6026351	0.7858538	1.0632626		1779021_at	0.32367933	0.527967	-1.1157162		1779159_at	0.001923858	0.011375088	1.1956542		1779159_at	0.07373702	0.24176362	1.0716443		1779023_at	0.061497185	0.5033901	-1.19359
1779018_at	0.024089115	0.14267722	1.4838266		1779020_at	0.039964784	0.14598289	-1.2043048		1779158_at	2.87E-04	0.002992633	-1.7203382		1779158_at	0.004792454	0.03409631	-1.9380004		1779022_at	0.40820244	0.6867292	-1.1039407
1779017_at	0.9720684	0.98610985	1.0034959		1779019_at	0.85134596	0.92108846	-1.0273948		1779157_at	1.37E-05	5.84E-04	-1.6562471		1779157_at	4.96E-05	0.002328401	-1.871282		1779020_at	0.39264473	0.6779592	-1.0711672
1779016_at	0.1154786	0.33223358	-1.1239403		1779018_at	0.014162949	0.076517455	1.4114268		1779156_x_at	0.042015586	0.122168265	1.0283587		1779156_x_at	0.53421724	0.7496053	-1.0917966		1779019_at	0.9390239	0.97042376	-1.0093068
1779015_at	0.7605929	0.8803001	-1.0245142		1779017_at	0.78178406	0.87902623	-1.0468894		1779155_at	0.04153013	0.12105662	-1.1438133		1779155_at	0.30215597	0.557387	-1.3315474		1779018_at	0.8490448	0.9301824	1.0188929
1779014_at	0.9399169	0.97198826	-1.0145699		1779016_at	0.12435676	0.29422817	-1.1267927		1779154_s_at	0.01317338	0.048405748	1.045145		1779154_s_at	0.69850034	0.8528543	1.0145624		1779017_at	0.22044152	0.5497342	1.1203531
1779013_at	0.3541829	0.59926265	-1.0900187		1779015_at	0.89423656	0.94444674	-1.0147806		1779153_at	9.09E-06	4.92E-04	-1.6123124		1779153_at	0.001829121	0.01807291	-1.4454833		1779016_at	0.6226019	0.81987935	-1.0376868
1779012_at	0.5852728	0.7751314	-1.0329226		1779014_at	0.5320326	0.70539916	-1.1617843		1779152_at	0.024058383	0.07771505	1.2937075		1779152_at	0.87781996	0.9453874	1.013054		1779015_at	0.61709636	0.8168384	1.062436
1779011_at	0.5032565	0.7184685	-1.1488297		1779013_at	0.31993446	0.52508366	-1.0763344		1779151_at	0.2742635	0.47095403	-1.1537596		1779151_at	0.1742325	0.4093197	-1.1670723		1779014_at	0.33987626	0.6441324	1.1796502
1779010_at	0.4733261	0.6967723	1.1310892		1779012_at	0.005754198	0.045341417	-1.2388705		1779150_at	3.11E-05	8.43E-04	-1.876609		1779150_at	0.00132946	0.014809726	-1.9619191		1779013_at	0.94392955	0.9730269	-1.0032636
1779009_at	0.008771898	0.08455422	-1.3841932		1779011_at	0.60297436	0.75871766	-1.1135548		1779149_at	0.5740971	0.7374822	1.0191231		1779149_at	0.14888199	0.37453553	1.1811217		1779012_at	0.1408149	0.50695264	-1.1879576
1779008_at	0.56404376	0.75989014	1.047506		1779010_at	0.059677295	0.18503107	1.5754427		1779148_at	3.50E-05	8.90E-04	-1.681222		1779148_at	4.75E-04	0.007907941	-1.6543505		1779010_at	0.23163092	0.5588809	-1.5078003
1779007_at	0.518794	0.72967863	1.1002514		1779009_at	0.041194484	0.14871728	-1.3808364		1779147_at	0.41441947	0.6071559	-1.069751		1779147_at	0.28718776	0.5439147	1.1192753		1779009_at	0.85194755	0.93142843	-1.0132672
1779006_at	0.05164655	0.21691109	1.1620495		1779008_at	0.7227574	0.8395572	-1.0315189		1779146_at	0.3177479	0.51748866	1.0688753		1779146_at	0.026167039	0.117967576	1.4415021		1779007_at	0.4460816	0.7131628	1.0875207
1779005_at	0.38564393	0.6267192	-1.0964369		1779007_at	0.116461605	0.28290525	1.3083888		1779145_at	0.5987522	0.7558409	1.0545034		1779145_at	0.103928044	0.30061558	1.1437806		1779006_at	0.42817217	0.7008127	-1.0334809
1779004_at	0.88340116	0.94439495	-1.013285		1779006_at	0.2513942	0.45550424	1.066131		1779144_at	0.58158886	0.74230355	1.0063543		1779144_at	0.020608503	0.099211335	-1.1317599		1779005_at	0.17768745	0.5232207	-1.1093098
1779003_at	0.007326931	0.07639277	-1.5683434		1779005_at	0.082454406	0.22745565	-1.0798311		1779143_at	3.07E-06	3.43E-04	12.017492		1779143_at	3.45E-06	7.40E-04	17.443268		1779004_at	0.72158515	0.869256	-1.0304466
1779001_at	0.2273161	0.475931	1.1137031		1779004_at	0.65327287	0.79335797	-1.0502812		1779142_x_at	0.00470516	0.02215338	1.4041857		1779142_x_at	0.009767017	0.05683385	1.2718313		1779003_at	0.10314647	0.5033901	-1.2519932
1779000_at	0.95144695	0.97644794	1.0114577		1779003_at	0.01839654	0.090201795	-1.3774863		1779141_at	0.09141795	0.22264662	1.0610962		1779141_at	0.08274689	0.26017714	1.0637414		1779001_at	0.09810529	0.5033901	-1.1106133
1778999_at	0.001032381	0.034291793	-1.5478424		1779001_at	0.33294934	0.53693753	1.1162843		1779140_at	0.015976971	0.056375958	1.0910851		1779140_at	0.054604623	0.19801755	1.2091784		1779000_at	0.86728466	0.9392414	1.0306033
1778998_at	0.036470603	0.17804319	-1.3063115		1779000_at	0.17082776	0.3586657	1.2634517		1779139_at	9.87E-04	0.006889617	-1.1473128		1779139_at	0.04060172	0.16012111	-1.2234943		1778999_at	0.2801301	0.5965803	1.0375023
1778997_at	0.40378857	0.6422989	-1.1044959		1778999_at	9.92E-04	0.01882077	-1.8287326		1779138_at	0.19616622	0.37894723	1.1557803		1779138_at	0.87652445	0.9448273	1.0168415		1778998_at	0.002382513	0.5033901	-1.1787044
1778996_at	0.024005188	0.14243755	-1.548998		1778998_at	0.12469654	0.2945356	-1.1056308		1779137_at	0.7994654	0.8863303	1.016996		1779137_at	0.9139237	0.96291536	-1.0077703		1778997_at	0.08024185	0.5033901	-1.264998
1778995_at	0.5315798	0.7386225	1.1025763		1778997_at	0.17142542	0.35945928	-1.1670359		1779136_at	0.005089246	0.023467446	1.3149003		1779136_at	0.48752683	0.7161841	-1.1445961		1778996_at	0.8608188	0.93632084	-1.0337642
1778993_at	0.47910067	0.7007914	1.1076179		1778996_at	0.069258265	0.20373413	-1.3490846		1779135_at	0.45155635	0.6393494	1.0504857		1779135_at	0.24163133	0.49296242	1.0901386		1778995_at	0.65305763	0.83441347	1.0672154
1778992_at	0.20335896	0.44850278	1.1078122		1778995_at	0.65720683	0.795866	1.0624344		1779134_at	0.056214165	0.15450412	-1.0660715		1779134_at	0.51165694	0.7325778	1.0585532		1778993_at	0.64612466	0.83112776	1.0585343
1778990_at	0.26668894	0.5164636	-1.0938497		1778993_at	0.29876256	0.5037774	1.1642047		1779133_at	0.018643621	0.06368613	-1.1725348		1779133_at	0.26405197	0.5192658	1.1579434		1778992_at	0.50501317	0.75157434	1.0621748
1778989_at	0.032377463	0.16570961	-1.2057253		1778992_at	0.5083588	0.68677324	1.0579339		1779132_at	8.99E-05	0.001437382	1.3338705		1779132_at	0.009264034	0.054935906	1.2881596		1778990_at	0.44342268	0.71111673	1.1013219
1778988_at	0.003940187	0.05680339	1.1363951		1778990_at	0.35471	0.5565473	-1.0940472		1779131_at	0.7497077	0.85475284	-1.0130569		1779131_at	0.80222887	0.909981	-1.0402067		1778989_at	0.291127	0.6051711	-1.1045617
1778986_at	0.18991362	0.43313166	-1.1536382		1778989_at	0.76587176	0.8682128	-1.0218796		1779130_at	0.48519212	0.66598064	-1.0754036		1779130_at	0.43529794	0.67413	-1.1342474		1778988_at	0.13680393	0.5065261	-1.0409824
1778984_at	0.53944683	0.7446418	1.1374843		1778988_at	0.06776642	0.20092723	1.0737929		1779129_at	7.29E-05	0.001284677	-3.5514846		1779129_at	0.44012025	0.678382	1.1226052		1778986_at	0.05416137	0.5033901	-1.1556298
1778983_at	0.5227803	0.732086	-1.0536293		1778986_at	0.18564229	0.37818334	-1.130641		1779128_at	1.47E-05	5.91E-04	1.5087095		1779128_at	1.78E-04	0.004421347	1.6637987		1778984_at	0.08364426	0.5033901	1.3003621
1778982_at	0.0052404	0.064450845	1.1730235		1778984_at	0.07148503	0.20732346	-1.4867603		1779127_at	0.82020473	0.89865625	-1.012887		1779127_at	0.7307513	0.87164384	-1.0241181		1778983_at	0.008707457	0.5033901	1.0812275
1778981_at	0.56836206	0.7633446	1.0999479		1778983_at	0.001281058	0.021225026	-1.127367		1779126_at	0.008751745	0.03567291	1.1078098		1779126_at	0.001500455	0.016028315	1.1382518		1778982_at	0.038745463	0.5033901	1.1679475
1778980_at	0.06730648	0.24701655	-1.1649961		1778982_at	0.042912014	0.1518246	1.297851		1779125_at	0.038556352	0.11421627	1.1201403		1779125_at	0.4983824	0.7236313	1.0668789		1778981_at	0.65071005	0.8328899	-1.0561376
1778979_at	0.7744998	0.8878258	-1.018583		1778981_at	0.6450969	0.78790826	1.0532478		1779124_at	0.18787883	0.3679964	-1.0671659		1779124_at	0.45009634	0.68617445	1.1373655		1778980_at	0.060021885	0.5033901	-1.4252206
1778978_at	0.5792226	0.7711465	-1.0415341		1778980_at	0.001623456	0.024071155	-1.4059755		1779122_at	0.7027517	0.8273724	1.0210311		1779122_at	0.76836455	0.8923909	-1.0263354		1778979_at	0.12687285	0.5033901	1.101191
1778977_at	0.0999612	0.30636486	-1.2440064		1778979_at	0.9677224	0.9824197	-1.0023057		1779121_at	0.3494922	0.5487414	-1.1143012		1779121_at	0.7311132	0.8717376	-1.0396947		1778978_at	0.6258813	0.8213786	1.0690465
1778976_at	0.31779644	0.5666621	-1.2021586		1778978_at	0.7872432	0.88292086	-1.0377862		1779120_at	0.21142021	0.39875734	1.0343226		1779120_at	0.9384107	0.97591853	-1.0009357		1778977_at	0.44386744	0.7114806	1.0742196
1778975_at	0.003264518	0.054537646	1.2629068		1778977_at	0.5791375	0.7419166	-1.0464628		1779119_at	0.56737274	0.73228407	1.0420847		1779119_at	0.71366185	0.8612807	1.0161438		1778976_at	0.40213946	0.6842768	1.1392099
1778973_at	0.30961233	0.5591676	-1.2906512		1778976_at	0.41191104	0.60572255	-1.0947022		1779118_at	0.41472778	0.60732484	1.0682805		1779118_at	0.26078174	0.516553	-1.1101804		1778975_at	0.9887438	0.9935804	-1.0003297
1778972_s_at	0.6847305	0.8362006	-1.02875		1778975_at	0.002557955	0.030118987	1.2306008		1779117_at	0.08937564	0.21920052	-1.0361288		1779117_at	0.8609141	0.93846077	-1.0058318		1778973_at	0.15219858	0.5117757	1.3827541
1778971_at	0.20190254	0.4468838	-1.1935756		1778973_at	0.14559719	0.32470223	-1.3725345		1779116_at	0.26206848	0.4579076	-1.0325413		1779116_at	0.40680382	0.6501246	-1.068081		1778972_s_at	0.6509235	0.8328899	-1.059023
1778970_at	0.08801098	0.28643626	-1.1536927		1778972_s_at	0.6920337	0.8197617	-1.0447797		1779115_at	7.41E-04	0.005625848	1.8217989		1779115_at	8.79E-04	0.011341699	2.0090945		1778971_at	0.4573057	0.7213365	1.0778073
1778969_x_at	7.34E-04	0.030502152	2.8070614		1778971_at	0.28563353	0.49075627	-1.1034447		1779114_at	0.002020686	0.011770817	1.2667202		1779114_at	0.025112519	0.11454784	1.1831877		1778970_at	0.12309103	0.5033901	-1.0741385
