gene	LAB.A	LAB.B	med15.A	med15.B	WY7.A	WY7.B	WY15.A	WY15.B	WY23.A	WY23.B	
YBR155W	2530	2216	3350	3481	1774	1927	3668	2783	2588	2686	
YBR156C	576	662	1255	949	383	359	618	552	442	480	
YBR157C	8447	12571	3641	1805	9050	7862	14242	6084	7129	7465	
YBR158W	1120	1762	1774	1539	1296	1452	2160	1068	1435	1534	
YBR159W	2341	2305	4018	4199	1703	1706	2247	2081	1889	1972	
YBR160W	1010	822	1098	1311	567	541	1114	951	712	663	
YBR161W	1416	1524	1867	2074	1062	1109	1404	1979	1125	1103	
YBR162C	3406	5663	6757	7085	3946	4035	4103	2829	5051	4854	
YBR162W-A	2451	2437	2046	1978	1811	2152	2297	2150	2343	2470	
YBR163W	2334	2527	2235	2557	1806	1804	2754	2514	2320	2162	
YBR164C	1347	1301	1542	1701	912	938	1531	1233	1232	1213	
YBR165W	2889	2490	2421	2592	1939	1976	2616	2845	2300	2383	
YBR166C	4019	2760	4749	4605	2193	2698	4137	3780	3711	3579	
YBR167C	1340	1213	1374	1449	928	868	1357	1253	1003	1001	
YBR168W	1593	1517	1800	1851	1131	1007	1484	1565	1114	1098	
YBR169C	27256	19428	18749	21238	21257	26322	21342	28161	27422	31539	
YBR170C	6180	5191	6490	6877	4111	3743	5684	5680	4800	4920	
YBR171W	2239	2223	2421	2401	1724	1677	2560	2119	2166	2046	
YBR172C	3419	3811	4714	4518	2552	2596	4085	2789	3253	3416	
YBR173C	3835	4220	4742	5113	2765	2784	4276	3510	3321	3811	
YBR174C	67	58	146	135	50	53	62	61	41	39	
YBR175W	873	844	966	1267	651	631	1097	930	768	805	
YBR176W	1776	1371	2037	2092	1229	1214	1746	1748	1286	1327	
YBR177C	8460	6601	9882	10024	6437	6522	6925	9199	7319	7324	
YBR178W	4	12	25	40	5	7	9	15	5	14	
YBR179C	3886	3536	4767	4570	2693	2516	3697	3762	3027	2950	
YBR180W	50	72	264	201	37	29	40	55	40	43	
YBR181C	1594	1956	2492	2637	1471	1608	2850	1445	1588	1741	
YBR182C	3643	5346	2343	1545	3473	3785	3779	2799	4395	4004	
YBR182C-A	80	67	50	51	66	70	83	86	69	58	
YBR183W	2980	2338	1522	1767	2211	2522	2027	3040	2239	2301	
YBR184W	88	85	617	547	52	43	79	83	59	63	
YBR185C	1559	1542	1691	1696	1119	1153	1637	1526	1341	1238	
YBR186W	416	462	811	784	279	296	403	397	343	388	
YBR187W	1678	1933	2647	2863	1383	1794	2590	1752	2048	2155	
YBR188C	1109	989	1164	1189	776	808	1085	1125	932	926	
YBR189W	6627	9522	10026	11833	5566	6207	12893	5929	7261	7631	
YBR190W	35	36	17	18	27	35	29	23	28	36	
YBR191W	5531	8153	8140	8435	5572	5929	9920	4840	6192	5974	
YBR191W-A	24	41	70	56	29	25	66	26	48	41	
YBR192W	2401	2164	2246	2791	1650	1789	2831	2335	2272	2233	
YBR193C	1319	1145	1732	1887	852	991	1352	1259	986	1013	
YBR194W	558	492	606	687	401	359	553	525	398	452	
YBR195C	873	985	1641	2216	702	810	1366	1095	894	933	
YBR196C	42250	42132	28768	32305	32891	38928	43467	39625	40876	48609	
YBR196C-A	66	89	83	50	75	72	103	83	106	94	
YBR196C-B	101	100	118	59	78	107	116	109	113	119	
YBR197C	2247	1762	2648	2555	1383	1591	2238	1947	1650	1893	
YBR198C	1992	1751	2498	2371	1387	1222	1989	1931	1675	1703	
YBR199W	10938	9172	7341	9652	7611	8368	10769	11076	9666	9957	
YBR200W	3980	3963	4204	4001	2885	2871	4351	3444	3410	3563	
YBR200W-A	3	2	3	8	2	1	1	1	3	2	
YBR201W	1372	1291	1505	1714	981	991	1353	1281	1139	1210	
YBR201C-A	3373	3251	3203	3283	2641	2255	3650	3074	2672	3037	
YBR202W	3000	3231	3522	3037	2274	1483	3105	2603	2163	2014	
YBR203W	7398	9785	3201	2608	6631	3236	7212	6987	4676	3727	
YBR204C	3024	2247	2995	3369	1962	2070	2281	3022	2221	2352	
YBR205W	1972	1851	2380	2504	1513	1467	1785	1941	1525	1587	
YBR206W	222	183	303	252	168	134	194	196	155	156	
YBR207W	4921	5564	6622	5262	4124	3609	4398	4467	4212	4281	
YBR208C	42927	28846	7365	6096	31328	27047	47097	26129	29130	26026	
YBR209W	1	0	5	2	0	0	0	4	0	0	
YBR210W	744	721	997	1074	486	484	756	720	632	576	
YBR211C	1294	1411	1073	1080	967	995	1212	1200	1050	1045	
YBR212W	2937	2956	8700	7857	2291	1960	2398	2636	2331	2293	
YBR213W	313	258	530	356	209	169	293	310	223	218	
YBR214W	10363	9278	9509	10888	8357	7698	7102	11935	7393	8677	
YBR215W	2657	2637	2831	3021	1897	1712	2530	2268	1966	1988	
YBR216C	2326	2118	3019	2888	1738	1477	2243	2298	1846	1800	
YBR217W	1006	999	965	1221	754	714	977	972	870	827	
YBR218C	24992	17136	15703	14892	16483	17324	21004	21300	20110	21949	
YBR219C	349	446	410	302	316	268	424	355	333	311	
YBR220C	2307	2621	2151	1672	1936	1645	2555	1878	1824	1719	
YBR221C	15065	15424	20142	19614	11474	11591	14695	13683	12521	13318	
YBR221W-A	3	8	15	7	8	0	2	2	2	5	
YBR222C	22310	23962	21001	21176	17533	18898	19611	17545	19708	21526	
YBR223C	1358	1589	1785	1477	1156	820	1222	1239	1028	1050	
YBR223W-A	0	1	0	1	0	0	0	0	0	0	
YBR224W	92	82	127	140	67	58	92	78	86	64	
YBR225W	4138	3874	4472	4452	3088	2527	3291	3602	2857	2786	
YBR226C	9	9	9	9	3	13	12	16	10	15	
YBR227C	3392	2705	3256	3515	2229	2273	3121	3106	2635	2754	
YBR228W	2747	2386	2717	2701	1905	1767	2478	2451	2062	2250	
YBR229C	3722	2659	6635	5883	2242	2295	3094	3723	2650	2826	
YBR230C	15621	17304	6676	4770	16564	10791	13076	12841	10448	10477	
YBR230W-A	787	581	969	1025	550	594	625	771	531	633	
YBR231C	1346	1473	1899	2047	1018	935	1602	1145	1114	1262	
YBR232C	15	24	27	17	20	4	10	10	5	4	
YBR233W	733	875	1154	898	552	432	888	760	592	550	
YBR233W-A	610	520	536	497	433	399	646	588	546	490	
YBR234C	2786	2571	2904	2822	1941	1926	2561	2677	2024	2025	
YBR235W	4743	4518	3742	3844	3544	2965	4712	4054	3738	3624	
YBR236C	2615	2400	2651	2651	1783	1887	2757	2241	2208	2242	
YBR237W	3619	3364	3562	3664	2595	2172	3339	3240	2820	2900	
YBR238C	1853	3523	3009	2220	1795	2382	3875	1399	2522	3139	
YBR239C	1741	1941	2955	3103	1510	1644	1946	1648	1644	1773	
YBR240C	7149	3809	7704	10413	3512	5767	7125	7853	6848	8537	
YBR241C	6483	5384	11388	11419	4848	4576	5183	5771	4360	5168	
YBR242W	8312	7829	5794	5171	7298	5917	6936	7363	7464	6860	
YBR243C	366	349	584	484	280	235	459	324	325	316	
YBR244W	911	662	1031	1224	568	597	860	776	724	691	
YBR245C	1782	1771	2926	2937	1159	1090	1880	1751	1362	1349	
YBR246W	1556	1545	1698	1734	1096	1113	1686	1359	1207	1252	
YBR247C	2213	2428	2837	2926	1824	1748	3218	2109	2210	2171	
YBR248C	10135	6518	10555	10635	6158	7337	10647	9921	9960	10145	
YBR249C	17705	19988	18778	17900	15765	15711	22192	16652	18620	19482	
YBR250W	502	554	1591	1440	446	355	621	504	504	459	
YBR251W	2206	2210	1828	2079	1571	1469	2228	2036	1795	1635	
YBR252W	514	432	811	809	295	366	545	499	384	414	
YBR253W	2754	2056	2185	2270	1930	2046	2330	2411	2166	2025	
YBR254C	1331	1174	1259	1158	955	950	1272	1330	1155	1018	
YBR255W	5232	4197	5772	5988	3669	3557	4060	4779	3938	4140	
YBR255C-A	1040	1096	1030	1066	779	771	1056	885	809	895	
YBR256C	32808	27171	24412	28238	24239	29990	29071	31065	32697	34919	
YBR257W	3646	3534	2227	2919	2826	3110	3673	3303	3495	3503	
YBR258C	610	467	621	603	332	306	504	501	368	364	
YBR259W	1594	1430	1830	1557	1058	1000	1599	1443	1187	1097	
YBR260C	2289	1998	2338	2511	1636	1611	2326	2147	1841	1983	
YBR261C	1408	1285	1881	2056	962	1176	1795	1514	1337	1425	
YBR262C	4329	3543	3131	3010	2958	3444	3942	3823	3465	3602	
YBR263W	8533	8762	11735	10471	7066	6323	8082	7547	7191	7216	
YBR264C	1108	1221	1169	1271	861	768	1119	1080	922	981	
YBR265W	2040	2439	2447	1865	1632	1531	2380	2012	1830	1879	
YBR267W	2722	3084	3657	3746	1936	2004	3852	2378	2562	2699	
YBR266C	2	6	5	8	3	4	2	4	6	1	
YBR268W	1397	1164	1261	1417	980	975	1374	1263	1089	1004	
YBR269C	4085	3594	5074	5091	2629	2747	2989	3392	2791	3292	
YBR270C	2778	2183	2474	2658	1876	1867	2351	2747	1884	1903	
YBR271W	2090	1916	1703	1767	1591	1687	2070	2041	1740	1752	
YBR272C	1628	1127	1496	1695	1013	1002	1308	1517	1095	1160	
YBR273C	3948	3679	3609	4191	2853	2967	3388	3663	2996	3150	
YBR274W	2371	2582	2727	2516	1989	1851	2150	2241	2104	2006	
YBR275C	1610	1408	2072	2298	1003	909	1540	1323	1279	1356	
YBR276C	2856	2379	3244	3213	1865	1820	2706	2576	2229	2350	
YBR277C	5	2	9	9	10	9	6	10	4	5	
YBR278W	1469	1237	1242	1534	930	1095	1409	1364	1227	1370	
YBR279W	4453	3531	3630	4391	2748	3012	4405	4168	3363	3718	
YBR280C	2660	2066	2857	3084	1637	1430	1802	2603	1562	1616	
YBR281C	1594	1891	2316	1853	1173	1100	1829	1270	1313	1207	
YBR282W	1699	1396	1372	1569	1120	1240	1855	1816	1460	1538	
YBR283C	4540	5165	5931	5642	3843	3649	4760	3991	3925	4051	
YBR284W	563	1046	1528	1503	644	689	452	597	485	554	
YBR285W	5363	6346	2840	1410	5258	3848	3928	4531	4450	4008	
YBR286W	20188	23107	23258	21569	17344	14125	13165	15719	13503	14650	
YBR287W	10959	14969	12003	8398	10673	10189	7958	7756	9366	9172	
YBR288C	1396	1093	1409	1336	862	766	1233	1144	926	913	
YBR289W	1941	1832	2023	1870	1372	1134	1842	1673	1416	1430	
YBR290W	5741	5901	5041	4700	4332	4408	4824	5077	4801	4952	
YBR291C	1706	1649	1441	1575	1221	1198	1812	1642	1392	1295	
YBR292C	63	104	128	113	62	49	83	78	58	60	
YBR293W	4628	4449	4872	4412	3566	3449	4445	3966	4075	3889	
YBR294W	5063	5734	2945	1612	4553	1759	3225	2491	3454	1910	
YBR295W	2272	2091	1910	1784	1317	1028	2087	1894	1686	1456	
YBR296C	230	343	360	214	191	137	285	179	185	181	
YBR296C-A	2	3	10	12	0	0	1	0	0	0	
YBR297W	2485	3087	1620	1147	2270	1695	2401	2339	2002	2085	
YBR298C	2893	4112	2497	2091	2941	2460	2156	2753	2189	2337	
YBR298C-A	2	4	3	1	3	0	1	0	1	1	
YBR299W	5	28	30	21	8	2	9	11	8	3	
YBR300C	2	11	27	15	3	1	0	1	5	1	
YBR301W	11	10	62	64	5	5	10	3	10	7	
YBR302C	8	10	7	8	11	12	5	8	8	10	
YCL076W	7	13	74	38	6	8	13	14	12	13	
YCL073C	0	0	2	2	0	0	0	0	0	3	
YCL069W	0	0	0	0	0	0	0	0	0	0	
YCL068C	0	0	0	0	0	0	0	0	0	0	
YCL067C	1	0	0	0	0	0	0	2	0	0	
YCL066W	0	0	0	0	0	0	0	0	0	0	
YCL065W	0	0	0	0	0	0	0	0	0	0	
YCL064C	1139	1032	1454	694	835	657	1300	1167	1217	867	
YCL063W	198	179	664	527	109	68	218	169	161	136	
YCL061C	684	678	2567	2586	398	305	725	673	483	438	
YCL059C	2477	2828	2670	2913	2110	2094	3239	2545	2455	2460	
YCL058C	257	264	442	414	190	187	270	301	237	256	
YCL058W-A	524	657	802	833	343	372	795	562	512	486	
YCL057C-A	4254	4002	6478	6888	3215	3419	3990	4187	3386	3997	
YCL057W	2389	2582	4141	4770	1762	1797	2793	2048	2031	2332	
YCL056C	1656	1495	1743	1732	1121	1100	1470	1539	1371	1204	
YCL055W	1088	1160	1533	1473	838	707	1081	897	851	862	
YCL054W-A	0	0	0	0	0	0	0	0	0	0	
YCL054W	2616	3020	3484	2645	2010	1781	3765	2275	2726	2288	
YCL052C	6356	4334	4351	5157	4237	4809	4667	5927	4737	4999	
YCL051W	3286	2979	3321	3707	2561	2424	2741	3117	2488	2645	
YCL050C	2796	2670	2931	3740	2082	2166	3076	2596	2503	2447	
YCL049C	8852	7823	5835	6647	6261	6817	7856	8503	7266	7993	
YCL048W-A	9215	8304	700	714	9874	9182	8256	9972	8050	7698	
YCL048W	386	426	396	353	483	418	447	418	384	397	
YCL047C	1120	835	1195	1671	670	724	1001	1269	763	826	
YCL045C	4827	5142	6796	7444	4002	3968	5091	4509	4306	4383	
YCL046W	56	19	86	77	30	27	34	31	19	24	
YCL044C	2200	2608	2964	2835	1831	1584	2263	2064	1859	1834	
YCL043C	10565	14362	15248	17463	8917	9582	12613	8938	10685	12953	
YCL041C	211	179	230	197	147	168	178	185	189	206	
YCL042W	2023	1520	979	1015	1540	1842	1205	2422	1689	2143	
YCL040W	28259	22751	14842	15553	27180	28492	18727	33510	21126	28142	
YCL039W	3618	3211	5374	5354	2417	2284	2712	3304	2577	2775	
YCL038C	3928	4091	4978	5401	3229	3613	4220	3651	3909	4071	
YCL037C	115	120	171	97	90	84	281	91	106	84	
YCL036W	1272	1803	2668	1860	1140	919	2007	1026	1010	1061	
YCL035C	7603	7412	13346	14428	5709	6138	7294	8264	6408	7511	
YCL034W	4089	3172	3337	3406	2624	2629	3093	3996	2679	2782	
YCL033C	2145	1597	1988	2009	1363	1539	1646	1861	1418	1654	
YCL032W	2756	2522	3064	3322	1817	1664	2253	2543	1920	1954	
YCL031C	3122	3415	3399	4028	2414	2487	3968	3097	2972	3106	
YCL030C	65602	43281	21579	20474	41383	51912	50138	57542	65489	73240	
YCL029C	2332	2131	2416	2176	1622	1649	2272	1956	1802	2015	
YCL028W	5749	5993	6618	6131	4556	4282	5787	5313	5027	5263	
YCL027W	1256	1178	1711	1444	758	761	1029	876	850	850	
YCL026C-B	1016	1088	756	1071	628	706	837	1102	656	733	
YCL026C-A	73	71	914	474	66	89	108	83	130	114	
YCL025C	75269	56683	36451	35880	46693	59559	82474	70826	59459	71615	
YCL023C	1	5	39	14	3	3	1	8	4	2	
YCL024W	1239	963	2852	3026	682	609	1120	1058	885	896	
YCL022C	0	5	4	3	1	0	0	1	0	0	
YCL021W-A	339	232	769	743	170	192	257	296	256	242	
YCL018W	0	0	0	0	0	0	0	0	0	0	
YCL017C	6114	5399	6784	6788	4466	4209	5762	5710	5033	5249	
YCL016C	1212	1102	1470	1312	869	842	1117	999	903	839	
YCL014W	1941	1697	7072	5785	1359	1066	1678	1699	1307	1276	
YCL012C	1902	1097	1298	1564	1029	879	1089	1841	1065	1195	
YCL011C	8700	7698	7687	7710	6200	6156	8122	7917	7025	6761	
YCL010C	1997	1745	1764	1795	1418	1490	1823	1782	1494	1542	
YCL009C	23090	22244	21824	20959	16733	19788	22182	20395	22010	25523	
YCL008C	2701	2284	2469	2612	1820	2134	2550	2613	2148	2383	
YCL007C	27	20	41	72	10	16	17	21	21	14	
YCL005W-A	1161	1124	994	1235	932	922	1244	1162	1071	1276	
YCL005W	1456	1444	1388	1160	1210	1065	1425	1326	1148	1208	
YCL004W	1387	1409	1694	1664	998	900	1290	1332	1136	1137	
YCL002C	1912	1971	1853	1880	1525	1472	2106	1816	1692	1746	
YCL001W	3106	3719	2927	2726	2799	2208	3649	3148	3271	2903	
YCL001W-A	31	40	106	112	20	18	13	27	14	20	
YCL001W-B	39	38	125	125	23	21	20	15	27	22	
YCR001W	0	0	1	0	0	0	1	0	0	0	
YCR002C	2106	1912	2359	2445	1291	1372	2020	1929	1672	1641	
YCR003W	939	911	943	990	627	594	1029	1097	769	808	
YCR004C	7364	8443	5527	3613	6413	4779	6005	6093	4960	4971	
YCR005C	22557	31380	21240	17875	16183	22771	20456	12317	27891	28856	
YCR006C	351	318	407	327	246	217	321	299	231	232	
YCR007C	2075	2114	2402	2169	1711	1794	1950	2010	1907	1809	
YCR008W	5522	6044	6680	7007	4043	4710	6161	5823	5781	6126	
YCR009C	6884	7817	7119	7490	5500	6173	6057	6244	6879	6910	
YCR010C	768	1317	311	75	841	456	917	615	670	545	
YCR011C	7802	7270	7041	7447	5641	4899	7059	7148	5824	5766	
YCR012W	73926	78130	36888	41268	57918	69303	87623	65749	66568	95410	
YCR013C	35	41	44	20	39	35	27	32	21	31	
YCR014C	1997	1568	2536	3194	1073	1070	1621	1787	1361	1384	
YCR015C	580	729	632	618	414	365	811	576	543	542	
YCR016W	2616	2832	2718	3068	1779	1901	3518	2629	2791	2799	
YCR017C	5452	5714	5567	5300	4341	3933	5196	5051	4512	4578	
YCR018C	85	180	952	1302	98	90	208	71	144	151	
YCR018C-A	21	16	56	45	6	6	11	14	18	8	
YCR019W	1306	1384	1637	1620	962	947	1339	1346	1043	1134	
YCR020C	6606	7799	4823	5115	5157	6624	6848	5351	7495	9300	
YCR020C-A	1562	1362	1881	1689	1032	1214	1360	1399	1343	1230	
YCR020W-B	1011	869	1116	1172	654	744	991	742	865	854	
YCR021C	24630	28913	51811	58451	29807	42710	15085	23334	19035	31184	
YCR022C	12	24	37	31	18	24	16	27	13	19	
YCR023C	6271	4751	8460	8053	4074	4593	4719	5341	4904	5061	
YCR024C	959	732	1303	1157	503	521	859	1023	602	663	
YCR024C-B	7418	10042	7417	7039	7485	9751	8132	7555	8181	9131	
YCR024C-A	7062	9304	6542	6097	6855	8588	7528	6668	7477	8615	
YCR025C	46	50	67	59	38	77	47	34	44	51	
YCR026C	6418	6634	6466	6044	4713	4937	6951	5452	5694	6178	
YCR027C	1439	1553	1415	1366	1074	1067	1703	1313	1329	1239	
YCR028C	2619	2927	3599	3027	2091	1946	2740	2254	2289	2106	
YCR028C-A	1933	2055	1910	1759	1493	1619	2018	1686	1918	1758	
YCR030C	3690	2743	3948	4419	2289	2255	3006	3325	2316	2612	
YCR031C	10785	12267	15090	15892	9656	10021	15364	10490	10625	11040	
YCR032W	2934	2207	3291	3452	1749	1625	2505	2688	2022	2256	
YCR033W	4228	4003	4546	5251	3076	3082	4279	3820	3703	3639	
YCR034W	459	653	977	923	361	315	717	426	498	466	
YCR035C	4253	3197	4386	4769	2516	3198	4719	3994	3502	3866	
YCR036W	3630	2722	3173	3754	2030	2149	3062	3532	2321	2542	
YCR037C	3058	3506	3966	3594	2562	2190	3335	2559	2750	2606	
YCR038C	724	658	1152	1088	529	519	628	727	556	610	
YCR038W-A	0	0	1	1	0	0	0	0	3	0	
YCR039C	17	17	8	15	7	9	24	29	9	15	
YCR040W	0	0	0	0	0	0	0	0	0	0	
YCR041W	8	5	18	10	4	4	6	8	12	5	
YCR042C	3298	2963	4407	4870	2055	1790	3075	2987	2480	2406	
YCR043C	915	910	739	788	617	624	1199	881	719	781	
YCR044C	1488	1303	1662	1562	1027	1001	1420	1433	1161	1151	
YCR045C	355	430	1425	1312	294	232	296	312	257	276	
YCR045W-A	88	93	164	167	58	60	88	88	58	75	
YCR046C	1563	1823	1922	2239	1231	1323	1673	1509	1299	1479	
YCR047C	4856	5423	4821	5081	3733	4050	5439	4035	4884	4848	
YCR047W-A	28	31	138	160	24	18	20	9	19	33	
YCR049C	3	5	8	6	2	1	3	0	4	2	
YCR048W	2630	2926	5881	7042	1991	2193	3606	2521	2861	3150	
YCR050C	1	1	1	1	3	3	1	4	0	2	
YCR051W	2421	2413	2324	2356	1770	1853	2563	2166	2037	2192	
YCR052W	3222	2837	3281	3367	2306	2238	3487	2952	2723	2737	
YCR053W	16257	13288	20591	19960	12432	14337	15171	14063	15039	16766	
YCR054C	1250	1131	2681	2804	832	798	1195	1210	994	1009	
YCR057C	2808	3924	3611	3166	2537	2402	4026	2201	2929	2794	
YCR059C	3267	3325	4367	4292	2292	2507	3312	2890	2995	3080	
YCR060W	1324	1191	2054	1816	919	988	1245	1149	1000	1136	
YCR061W	2126	1546	3296	3363	1460	1521	1957	2151	1545	1866	
YCR064C	24	18	105	76	11	13	14	21	10	15	
YCR063W	337	353	465	451	271	298	363	275	316	314	
YCR065W	819	748	1631	1904	637	567	949	845	831	842	
YCR066W	1330	1413	1661	1368	967	882	1254	1219	925	898	
YCR067C	2453	2578	3957	3551	1698	1400	2457	2018	1872	1823	
YCR068W	4451	4101	6876	6803	3409	3298	4354	3842	3840	4029	
YCR069W	10117	9849	13109	13787	7597	7762	9765	9198	8790	9361	
YCR071C	1425	1418	1144	1265	1038	926	1428	1254	1106	1075	
YCR072C	1782	1645	2347	2173	1306	1353	2675	1571	1738	1671	
YCR073C	1947	1392	937	983	1016	918	1590	1816	1390	1327	
YCR073W-A	3077	2436	3795	4643	2044	2278	2666	2935	2348	2629	
YCR075C	680	454	652	603	455	411	531	630	371	405	
YCR075W-A	388	281	308	407	233	254	358	354	260	299	
YCR076C	2539	2191	2629	2889	1731	1866	2452	2508	2022	2274	
YCR077C	3743	4099	6004	5157	2790	2431	3815	3626	3161	3218	
YCR079W	3598	3516	3105	3181	2798	2878	2916	3537	2764	2972	
YCR081W	1451	1566	1729	1814	937	842	1549	1201	1116	1067	
YCR081C-A	5	5	10	9	5	7	5	4	2	9	
YCR082W	5446	4756	3833	4611	3728	3921	5042	4740	4440	4645	
YCR083W	5228	3847	6267	6800	3507	3783	4215	4731	4035	4338	
YCR084C	3163	3470	5319	4973	2368	2343	3788	2885	2729	2882	
YCR085W	6	7	9	6	5	3	12	2	3	3	
YCR086W	630	695	883	852	472	437	738	596	502	576	
YCR087W	13	48	33	12	24	23	45	37	31	31	
YCR087C-A	906	1028	1135	1172	746	739	1298	792	874	831	
YCR088W	3650	3097	3692	4345	2446	2511	3018	3278	2364	2943	
YCR089W	1184	1333	2365	2275	889	721	1348	1018	1031	946	
YCR090C	928	812	923	950	626	581	936	833	669	730	
YCR091W	3032	2941	2766	3427	2219	1912	1800	2892	1783	1931	
YCR092C	1543	1484	2256	1793	1091	957	1552	1284	1154	1069	
YCR093W	2983	2723	3941	4379	1731	1954	2691	2760	2021	2508	
YCR094W	1600	1481	1402	1397	1114	1115	1617	1490	1393	1317	
YCR095C	2615	2147	2021	2215	1681	1880	2451	2546	2169	2255	
YCR095W-A	335	282	367	440	255	227	238	298	248	281	
YCR096C	0	0	1	0	0	0	0	0	0	0	
YCR097W	0	0	0	0	0	0	0	1	1	0	
YCR097W-A	0	0	0	0	0	0	0	0	0	0	
YCR098C	598	482	792	774	382	339	542	600	437	396	
YCR099C	319	236	482	468	185	137	240	338	214	221	
YCR100C	378	290	667	660	210	171	293	386	268	250	
YCR101C	204	210	371	368	115	103	148	217	159	137	
YCR102C	156	302	603	632	144	122	279	119	182	183	
YCR102W-A	13	21	98	67	8	11	13	8	8	9	
YCR104W	4	11	77	54	5	4	5	12	12	9	
YCR105W	117	181	337	264	99	85	120	90	97	115	
YCR106W	2218	1948	2668	2398	1532	1400	1943	1776	1590	1573	
YCR107W	1528	1352	1888	2165	1124	1013	1511	1365	1247	1320	
YCR108C	0	2	0	1	0	3	0	0	0	0	
YDL248W	1132	1040	2097	2140	797	892	951	1022	962	949	
YDL247W-A	0	0	0	1	0	0	1	2	0	0	
YDL247W	0	0	1	0	0	0	0	0	0	0	
YDL246C	0	2	0	0	0	0	0	0	0	0	
YDL245C	0	0	0	0	0	0	0	0	0	0	
YDL244W	778	1106	2433	3223	645	605	1138	784	1078	1220	
YDL243C	915	824	2179	2589	554	496	834	740	707	701	
YDL242W	18	16	79	89	10	9	11	13	8	14	
YDL241W	72	128	658	370	97	69	128	59	107	101	
YDL240C-A	0	2	0	0	0	1	0	0	0	0	
YDL240W	1512	1449	1963	1547	954	666	1641	1320	1147	969	
YDL239C	2672	1939	2253	2138	1770	1693	2427	2420	2220	2118	
YDL238C	3102	1928	2856	2169	1734	1745	2736	2572	2332	2251	
YDL237W	6668	5457	7035	6782	4679	5036	6377	6004	5311	5473	
YDL236W	6668	5102	4377	4495	3951	4853	6799	5525	5874	5902	
YDL235C	2182	1654	2348	2570	1267	1306	2227	2079	1700	1718	
YDL234C	11937	17103	10148	8272	12863	8676	8378	8588	9586	8420	
YDL233W	2467	2798	2462	1884	2173	1854	2002	1954	1941	1976	
YDL232W	1405	1179	1747	1770	945	987	1259	1239	1136	1156	
YDL231C	6282	6093	4917	4805	4519	4292	6429	5537	5315	5002	
YDL230W	2565	1848	3218	3382	1447	1758	2223	2421	1942	2006	
YDL229W	9670	16861	17144	16524	9511	10111	17001	7637	11985	12551	
YDL228C	7	6	1	0	4	4	5	1	0	1	
YDL227C	216	253	947	895	212	158	236	263	191	213	
YDL226C	2043	2114	2048	2280	1362	1504	2137	1725	1697	1701	
YDL225W	3415	3309	3227	3365	2423	2422	3404	2980	2869	2816	
YDL224C	4193	3622	4405	4914	2807	2923	4159	3798	3221	3408	
YDL223C	6477	3176	13545	13303	3706	3201	4107	6329	2723	3876	
YDL222C	3000	2622	4439	3426	2363	1548	1262	3384	1028	1404	
YDL221W	13	12	12	14	9	8	6	12	9	7	
YDL220C	1480	1526	2381	1772	1028	889	1390	1079	992	1038	
YDL219W	257	216	345	423	146	144	283	210	195	178	
YDL218W	423	366	1071	1054	331	248	314	376	231	224	
YDL217C	2665	2607	2973	2723	1993	1907	2695	2319	2195	2224	
YDL216C	1752	1531	1565	1357	1069	906	1131	1489	1032	1026	
YDL215C	10386	9360	20108	20528	7486	7198	9965	10214	8664	8668	
YDL214C	1438	2061	1972	1952	1282	655	697	1306	469	491	
YDL213C	2140	2265	1826	1879	1505	1372	2605	1928	1822	1672	
YDL212W	3281	3571	3098	2947	2419	2185	3835	3365	2735	2709	
YDL211C	191	149	569	457	101	70	248	231	101	116	
YDL210W	24792	19856	3881	3481	18276	14734	22330	14963	17365	13639	
YDL209C	1438	1310	1678	1598	1125	1003	1370	1356	1094	1049	
YDL208W	2707	3034	2869	3399	2169	2190	3931	2636	2899	2828	
YDL207W	2864	3196	3353	3517	2241	2313	3214	2784	2808	2537	
YDL206W	3765	3255	3742	4626	2908	2793	2736	4002	2605	2778	
YDL205C	2147	2170	2659	2587	1575	1744	2822	2123	2221	2214	
YDL204W	6481	8735	8084	6227	6751	4244	3040	6285	2923	3578	
YDL203C	2638	2485	2907	2598	1953	1732	2618	2066	1966	2018	
YDL202W	1395	1305	1517	1734	981	971	1454	1306	1057	1062	
YDL201W	2196	2288	2298	2350	1788	1756	2609	1978	1879	1941	
YDL200C	753	771	988	974	552	465	755	743	647	522	
YDL199C	1393	1038	2139	2044	1015	853	1216	1493	1013	1010	
YDL198C	9800	6907	7043	6230	6808	7543	9689	7673	8877	9435	
YDL197C	2801	2421	3688	4332	2258	2104	2253	2828	1965	2170	
YDL196W	11	15	18	20	10	9	13	9	2	9	
YDL195W	6938	6847	9031	9707	5198	4716	6618	6929	5419	5920	
YDL194W	3717	4441	3487	2848	2968	2622	2625	3208	2642	2801	
YDL193W	1900	2066	2004	2108	1506	1529	1720	1796	1483	1556	
YDL192W	4539	4450	5865	6491	3401	3717	5813	4208	4506	4376	
YDL191W	1463	1692	2262	2568	1246	1286	2516	1416	1481	1520	
YDL190C	5045	4411	5488	5154	3302	3296	4493	4393	3800	3926	
YDL189W	2433	2391	2621	2878	1757	1724	2807	2294	2087	2294	
YDL188C	3934	3026	4226	5118	2714	2988	3517	4145	3123	3594	
YDL187C	199	210	206	182	136	145	292	212	185	206	
YDL186W	17	18	67	41	10	7	15	14	8	10	
YDL185C-A	2	1	0	2	2	0	2	0	0	0	
YDL185W	15602	16384	24181	23780	12514	12510	17326	14376	14181	14943	
